,index,Active,Agency,Bill_ID,LongDescription,ShortDescription,ID
874,455,False,Senate,2322,Allowing property insurers to assist their insureds with risk mitigation goods or services.,Insurers/risk mitigation,875
875,456,False,Senate,2334,Regulating the use of cannabinoid additives in marijuana products.,Cannabinoid additives,876
876,457,False,Senate,2342,Establishing a donation program for resident disabled veterans to receive hunting and fishing licenses.,Hunting & fishing/veterans,877
877,458,True,Senate,4002,"Requesting that state route number 395 be named the Thomas S. ""Tom"" Foley Memorial Highway.",State route number 395,878
878,459,True,Senate,4400,"Naming the 1063 Building ""The Helen Sommers Building."" (REVISED FOR ENGROSSED: Naming the 1063 Building ""Helen Sommers Building."" )",Helen Sommers Building,879
879,460,False,Senate,5001,Modifying the election and authority of regional transit authority board members.,Transit auth. board members,880
880,461,True,Senate,5001,Modifying the election and authority of regional transit authority board members.,Transit auth. board members,881
881,462,True,Senate,5008,Facilitating compliance with the federal REAL ID act by modifying driver's license and identicard design and fees.,REAL ID compliance,882
882,463,True,Senate,5010,Promoting water conservation by protecting certain water rights from relinquishment.,Water rights relinquishment,883
883,464,True,Senate,5011,Concerning the business corporation act.,Business corporation act,884
884,465,False,Senate,5012,Concerning the distribution of a Washington trust's assets to another trust.,Trust assets distribution,885
885,466,True,Senate,5012,Concerning the distribution of a Washington trust's assets to another trust.,Trust assets distribution,886
886,467,True,Senate,5013,Concerning the disposition of tenant property placed upon the nearest public property.,"Tenant property, disposition",887
887,468,False,Senate,5014,Concerning determination of the benchmark rate in Snohomish county for certain community residential services.,Snohomish benchmark rate,888
888,469,True,Senate,5014,Concerning determination of the benchmark rate in Snohomish county for certain community residential services.,Snohomish benchmark rate,889
889,470,False,Senate,5016,Concerning deficiency claims after auction of a private property vehicle impound.,Auctioned impounded vehicle,890
890,471,True,Senate,5016,Concerning deficiency claims after auction of a private property vehicle impound.,Auctioned impounded vehicle,891
891,472,False,Senate,5018,Authorizing wheelchair accessible taxicabs access to high occupancy vehicle lanes.,Accessible taxi HOV lane use,892
892,473,True,Senate,5018,Authorizing wheelchair accessible taxicabs access to high occupancy vehicle lanes.,Accessible taxi HOV lane use,893
893,474,True,Senate,5020,Concerning certain state ethnic and cultural diversity commissions.,State diversity commissions,894
894,475,False,Senate,5020,Concerning certain state ethnic and cultural diversity commissions.,State diversity commissions,895
895,476,False,Senate,5021,"Concerning pro bono legal services for military service members, veterans, and their families.",Military members/pro bono,896
896,478,True,Senate,5021,"Concerning pro bono legal services for military service members, veterans, and their families.",Military members/pro bono,897
897,479,False,Senate,5022,Providing information to students about education loans.,Education loan information,898
898,480,True,Senate,5022,Providing information to students about education loans.,Education loan information,899
899,481,True,Senate,5023,Delaying implementation of revisions to the school levy lid. (REVISED FOR ENGROSSED: Changing provisions relating to school district excess levies. ),Schools/excess levies,900
900,482,True,Senate,5028,Requiring teacher preparation programs to integrate Native American curriculum developed by the office of the superintendent of public instruction into existing Pacific Northwest history and government requirements.,Native American curriculum,901
901,483,True,Senate,5030,"Concerning human trafficking, prostitution, and commercial sexual abuse of a minor.","Trafficking, etc/time limits",902
902,484,False,Senate,5031,Addressing licensing and enforcement provisions applicable to money transmitters and currency exchanges under the uniform money services act.,Uniform money services act,903
903,485,True,Senate,5031,Addressing licensing and enforcement provisions applicable to money transmitters and currency exchanges under the uniform money services act.,Uniform money services act,904
904,486,False,Senate,5033,Concerning financing essential public infrastructure.,Infrastructure financing,905
905,487,True,Senate,5033,Concerning financing essential public infrastructure.,Infrastructure financing,906
906,488,True,Senate,5034,Concerning local government financial reports.,Local gov. financial reports,907
907,489,False,Senate,5035,Concerning patients' access to investigational medical products.,Investigational med. product,908
908,490,True,Senate,5035,Concerning patients' access to investigational medical products.,Investigational med. product,909
909,491,True,Senate,5036,Clarifying the authority and procedures for unit priced contracting by public utility districts.,PUD unit priced contracting,910
910,492,True,Senate,5037,Making a fourth driving under the influence offense a felony.,DUI 4th offense/felony,911
911,493,False,Senate,5038,Concerning disclosures regarding incentivized evidence and testimony.,Incentivized evidence discl.,912
912,494,True,Senate,5038,Concerning disclosures regarding incentivized evidence and testimony.,Incentivized evidence discl.,913
913,495,True,Senate,5039,Adopting the uniform electronic legal material act.,Electronic legal material,914
914,496,True,Senate,5040,Making revisions to the uniform business organizations code.,Uniform business orgs. code,915
915,497,True,Senate,5041,Concerning consumer protections for military service members on active duty.,Military/consumer protection,916
916,498,True,Senate,5042,Authorizing funeral planning and funeral services as noninsurance benefits under group life and disability insurance policies.,Insurance/funeral benefits,917
917,499,False,Senate,5046,"Providing public notices of public health, safety, and welfare in a language other than English.",Language of public notices,918
918,500,True,Senate,5046,"Providing public notices of public health, safety, and welfare in a language other than English.",Language of public notices,919
919,501,False,Senate,5048,Making 2017-2019 fiscal biennium operating appropriations.,Operating budget 2017-2019,920
920,502,True,Senate,5048,Making 2017-2019 fiscal biennium operating appropriations.,Operating budget 2017-2019,921
921,503,True,Senate,5049,Concerning relocation assistance following real property acquisition.,Relocation assistance,922
922,504,False,Senate,5051,Concerning nondefault termination provisions in state land leases for agricultural or grazing purposes.,State land lease termination,923
923,505,True,Senate,5051,Concerning nondefault termination provisions in state land leases for agricultural or grazing purposes.,State land lease termination,924
924,506,True,Senate,5059,Addressing motor vehicle property offenses.,Motor vehicle prop. offenses,925
925,507,False,Senate,5064,Concerning freedom of expression rights of students at public schools and institutions of higher education.,Student freedom of express.,926
926,508,True,Senate,5064,Concerning freedom of expression rights of students at public schools and institutions of higher education.,Student freedom of express.,927
927,509,True,Senate,5066,Concerning state budgeting through zero-based budget reviews.,Zero-based budget reviews,928
928,510,True,Senate,5068,"Establishing a voting rights act to promote equal voting opportunity in certain political subdivisions by authorizing district-based elections in cities, towns, code cities, and counties.",District-based elections,929
929,511,False,Senate,5069,Providing associate degree education to enhance education opportunities and public safety.,Associate degree education,930
930,512,True,Senate,5069,Providing associate degree education to enhance education opportunities and public safety.,Associate degree education,931
931,513,True,Senate,5070,Concerning paraeducators.,Paraeducators,932
932,514,False,Senate,5074,Aligning eligibility for the college bound scholarship program with the state need grant program.,College bound scholarship,933
933,515,True,Senate,5075,Concerning dispute resolution between seed buyers and dealers.,Seed buyer & dealer disputes,934
934,516,False,Senate,5077,Allowing the department of corrections to provide temporary housing assistance to individuals being released from the Washington corrections center for women.,Housing assistance/WCCW,935
935,517,True,Senate,5077,Allowing the department of corrections to provide temporary housing assistance to individuals being released from the Washington corrections center for women.,Housing assistance/WCCW,936
936,518,False,Senate,5079,Concerning dental health services in tribal settings.,Dental services for tribes,937
937,519,True,Senate,5079,Concerning dental health services in tribal settings.,Dental services for tribes,938
938,520,True,Senate,5080,"Concerning actions for damage to real property resulting from construction, alteration, or repair on adjacent property.",Real property damage actions,939
939,521,False,Senate,5081,Adopting the revised uniform law on notarial acts.,Uniform law on notarial acts,940
940,522,True,Senate,5081,Adopting the revised uniform law on notarial acts.,Uniform law on notarial acts,941
941,523,False,Senate,5083,Concerning notice of relief from the duty to register.,Sex offenders/victim notice,942
942,524,True,Senate,5083,Concerning notice of relief from the duty to register.,Sex offenders/victim notice,943
943,525,False,Senate,5084,Providing women with timely information regarding their breast health.,Breast health information,944
944,526,True,Senate,5084,Providing women with timely information regarding their breast health.,Breast health information,945
945,527,True,Senate,5085,Enacting the uniform voidable transactions act.,Voidable transactions act,946
946,528,False,Senate,5086,Concerning the capital budget.,Capital budget 2017-2019,947
947,529,True,Senate,5086,Concerning the capital budget.,Capital budget 2017-2019,948
948,530,True,Senate,5087,Concerning the evaluation and prioritization of capital budget projects at the public two-year and four-year institutions of higher education.,Capital projects/higher ed.,949
949,531,True,Senate,5091,"Removing expiration dates, obsolete dates, and an outdated statutory reference from the enforcement provisions of the underground utility damage prevention act.",Utility damage prevention,950
950,532,True,Senate,5096,Making transportation appropriations for the 2017-2019 fiscal biennium.,Transport. budget 2017-2019,951
951,533,False,Senate,5096,Making transportation appropriations for the 2017-2019 fiscal biennium.,Transport. budget 2017-2019,952
952,534,True,Senate,5097,"Clarifying procedures for appointment to the Chehalis board created by chapter 194, Laws of 2016.",Chehalis board appointments,953
953,535,False,Senate,5099,Concerning crimes against vulnerable persons.,Vulnerable persons/crimes,954
954,536,True,Senate,5099,Concerning crimes against vulnerable persons.,Vulnerable persons/crimes,955
955,537,False,Senate,5100,Requiring live financial literacy seminars for students at institutions of higher education.,Financial ed. workshops,956
956,538,True,Senate,5100,Requiring live financial literacy seminars for students at institutions of higher education.,Financial ed. workshops,957
957,539,False,Senate,5104,Concerning the creation of a property tax exemption for spouses of military members or first responders killed in the line of duty.,Property tax/line of duty,958
958,540,True,Senate,5104,Concerning the creation of a property tax exemption for spouses of military members or first responders killed in the line of duty.,Property tax/line of duty,959
959,541,False,Senate,5106,Clarifying obligations under the involuntary treatment act.,Involuntary treatment act,960
960,542,True,Senate,5106,Clarifying obligations under the involuntary treatment act.,Involuntary treatment act,961
961,543,False,Senate,5107,"Creating a local pathway for local governments, school districts, and nonprofit organizations to provide more high quality early learning opportunities by reducing barriers and increasing efficiency.",Early learning opportunities,962
962,545,True,Senate,5107,"Creating a local pathway for local governments, school districts, and nonprofit organizations to provide more high quality early learning opportunities by reducing barriers and increasing efficiency.",Early learning opportunities,963
963,546,False,Senate,5108,Concerning contributions from political committees to other political committees.,Political committees,964
964,547,True,Senate,5111,Enacting an excise tax on capital gains to improve the fairness of Washington's tax system and provide funding for the education legacy trust account.,Capital gains excise tax,965
965,548,True,Senate,5113,Investing in education by modifying the business and occupation tax and providing small business tax relief.,B&O tax/education,966
966,549,True,Senate,5118,Increasing the personal needs allowance for persons receiving state-financed care.,Personal needs allowance,967
967,550,True,Senate,5119,Concerning water-sewer districts.,Water-sewer districts,968
968,551,True,Senate,5121,Concerning fire protection district tax levies.,Fire district tax levies,969
969,552,True,Senate,5122,Concerning fire commissioner compensation.,Fire commissioner comp.,970
970,553,True,Senate,5125,Defining independent contractor relationships in the context of real estate licensing.,Real estate/contractors,971
971,554,True,Senate,5126,Concerning uniform ballot design.,Uniform ballot design,972
972,555,True,Senate,5128,Allowing incremental electricity produced as a result of certain capital investment projects to qualify as an eligible renewable resource under the energy independence act.,Incremental electricity,973
973,556,True,Senate,5129,Concerning charter school students participating in interschool athletics and extracurricular activities.,Charter schools/athletics,974
974,557,True,Senate,5130,Increasing marijuana license fees and adding a temporary additional fee on marijuana licenses issued by the Washington state liquor and cannabis board.,Marijuana license fees,975
975,558,False,Senate,5131,"Addressing provisions concerning marijuana with respect to research licenses, local authority notifications, the retail licensing application process, processor wholesale events, and jurisdictional requirements.",Marijuana provisions,976
976,559,True,Senate,5131,"Addressing provisions concerning marijuana with respect to research licenses, local authority notifications, the retail licensing application process, processor wholesale events, and jurisdictional requirements.",Marijuana provisions,977
977,560,False,Senate,5132,Expanding the powers of liquor enforcement officers.,Liquor enforcement officers,978
978,561,True,Senate,5132,Expanding the powers of liquor enforcement officers.,Liquor enforcement officers,979
979,562,False,Senate,5133,Concerning county boards of equalization.,Boards of equalization,980
980,563,True,Senate,5133,Concerning county boards of equalization.,Boards of equalization,981
981,564,False,Senate,5135,Modifying the Washington main street program by increasing the total amount of tax credits allowed under the program and making administrative changes to the program.,Main street program,982
982,566,True,Senate,5135,Modifying the Washington main street program by increasing the total amount of tax credits allowed under the program and making administrative changes to the program.,Main street program,983
983,567,False,Senate,5138,Concerning metropolitan park districts.,Metropolitan park districts,984
984,568,True,Senate,5138,Concerning metropolitan park districts.,Metropolitan park districts,985
985,569,True,Senate,5141,Concerning the regulation of programs of yoga practice or instruction as private vocational schools.,Yoga practice or instruction,986
986,570,False,Senate,5142,Concerning educational interpreters.,Educational interpreters,987
987,571,True,Senate,5142,Concerning educational interpreters.,Educational interpreters,988
988,572,False,Senate,5143,Concerning the exemption of property taxes for nonprofit homeownership development.,Nonprofit homeownership dev.,989
989,573,True,Senate,5143,Concerning the exemption of property taxes for nonprofit homeownership development.,Nonprofit homeownership dev.,990
990,574,True,Senate,5144,Addressing the Washington state credit union act.,WA state credit union act,991
991,575,False,Senate,5145,Equalizing differences in the distillery and winery industries by authorizing certain sales of spirits carrying a private label exclusive to a restaurant or private club that is a licensed spirits retailer.,Private label spirits sales,992
992,576,True,Senate,5145,Equalizing differences in the distillery and winery industries by authorizing certain sales of spirits carrying a private label exclusive to a restaurant or private club that is a licensed spirits retailer.,Private label spirits sales,993
993,577,True,Senate,5146,Allowing public transportation benefit area authorities to use job order contracts and procedure.,PTBAs/job order contracts,994
994,578,False,Senate,5152,Concerning pediatric transitional care centers.,Pediatric transitional care,995
995,579,True,Senate,5152,Concerning pediatric transitional care centers.,Pediatric transitional care,996
996,580,False,Senate,5154,Concerning driver's license formats for persons approaching twenty-one years of age.,Driver's license under 21,997
997,581,True,Senate,5154,Concerning driver's license formats for persons approaching twenty-one years of age.,Driver's license under 21,998
998,582,False,Senate,5161,Modifying theater license provisions.,Theater licenses,999
999,583,True,Senate,5161,Modifying theater license provisions.,Theater licenses,1000
1000,584,True,Senate,5162,Creating the wastewater treatment plant operator certification account.,Wastewater operator account,1001
1001,585,True,Senate,5164,"Authorizing grocery store license endorsements allowing beer and wine tastings at certain grocery stores that specialize in the sale of meat, poultry, seafood, or cheese.",Beer & wine tasting/grocery,1002
1002,586,False,Senate,5165,Concerning snack bar licenses.,Snack bar licenses,1003
1003,587,True,Senate,5165,Concerning snack bar licenses.,Snack bar licenses,1004
1004,588,False,Senate,5170,Concerning independent remedial actions under the model toxics control act.,Independent remedial actions,1005
1005,589,True,Senate,5170,Concerning independent remedial actions under the model toxics control act.,Independent remedial actions,1006
1006,590,False,Senate,5173,Concerning loss prevention reviews by state agencies.,Loss prevention reviews,1007
1007,591,True,Senate,5173,Concerning loss prevention reviews by state agencies.,Loss prevention reviews,1008
1008,592,True,Senate,5177,Requiring long-term care workers to be trained to recognize hearing loss.,Hearing loss training,1009
1009,593,False,Senate,5179,Requiring coverage for hearing instruments under public employee and medicaid programs.,Hearing instrument coverage,1010
1010,595,True,Senate,5179,Requiring coverage for hearing instruments under public employee and medicaid programs.,Hearing instrument coverage,1011
1011,596,False,Senate,5180,Establishing the legislative advisory committee on aging.,Advisory committee on aging,1012
1012,597,True,Senate,5180,Establishing the legislative advisory committee on aging.,Advisory committee on aging,1013
1013,598,False,Senate,5185,Providing immunity from liability for professional or trade associations providing emergency response volunteers.,Emerg. response volunteers,1014
1014,599,True,Senate,5185,Providing immunity from liability for professional or trade associations providing emergency response volunteers.,Emerg. response volunteers,1015
1015,600,False,Senate,5186,Concerning the collection of blood samples for forensic testing.,Blood samples/forensic tests,1016
1016,601,True,Senate,5186,Concerning the collection of blood samples for forensic testing.,Blood samples/forensic tests,1017
1017,602,True,Senate,5187,Concerning county auditors.,County auditors,1018
1018,603,True,Senate,5189,Eliminating the collection of anticipated taxes and assessments.,"Anticipated tax, assessments",1019
1019,604,True,Senate,5190,Concerning the member requirement for bona fide charitable or nonprofit organizations.,Gambling/org. membership,1020
1020,605,False,Senate,5196,Including cattle feedlots implementing best management practices within the statutory exemption for odor or fugitive dust caused by agricultural activity.,Cattle feedlots/odor & dust,1021
1021,606,True,Senate,5196,Including cattle feedlots implementing best management practices within the statutory exemption for odor or fugitive dust caused by agricultural activity.,Cattle feedlots/odor & dust,1022
1022,607,False,Senate,5198,Concerning fire suppression methodologies.,Fire suppression methodology,1023
1023,608,True,Senate,5198,Concerning fire suppression methodologies.,Fire suppression methodology,1024
1024,609,True,Senate,5200,Allowing spouses to combine volunteer hours for purposes of receiving a complimentary discover pass.,"Discover pass, complimentary",1025
1025,610,False,Senate,5201,Concerning individuals receiving both employment and community access services.,Employ. & comm. access serv.,1026
1026,612,True,Senate,5201,Concerning individuals receiving both employment and community access services.,Employ. & comm. access serv.,1027
1027,613,True,Senate,5205,Concerning the excise taxation of martial arts.,Martial arts excise taxation,1028
1028,614,False,Senate,5207,Concerning the public disclosure of global positioning system data corresponding to residential addresses of public employees and volunteers.,GPS data disclosure,1029
1029,615,True,Senate,5207,Concerning the public disclosure of global positioning system data corresponding to residential addresses of public employees and volunteers.,GPS data disclosure,1030
1030,616,True,Senate,5212,Concerning the scope of land use control ordinances for purposes of vesting.,Land use control ordinances,1031
1031,617,True,Senate,5213,Concerning the award of fees for limited license legal technicians in certain domestic violence cases.,Legal tech. fees/DV cases,1032
1032,618,True,Senate,5214,Adding responsibilities to the duties of the joint administrative rules review committee.,Admin rules review committee,1033
1033,619,False,Senate,5223,Concerning safe injection sites in Washington state.,Safe injection sites,1034
1034,620,True,Senate,5223,Concerning safe injection sites in Washington state.,Safe injection sites,1035
1035,621,True,Senate,5227,Requiring drivers to stop for approaching other on-track equipment at railroad grade crossings.,On-track equipment,1036
1036,622,False,Senate,5228,Concerning the definition of hydraulic project in relation to the hydraulic project approval permits.,Hydraulic projects,1037
1037,623,True,Senate,5228,Concerning the definition of hydraulic project in relation to the hydraulic project approval permits.,Hydraulic projects,1038
1038,624,True,Senate,5230,Concerning licensing and regulatory requirements of small business owners.,Small business owners,1039
1039,625,True,Senate,5232,Allowing incremental electricity produced as a result of efficiency improvements to hydroelectric generation projects whose energy output is marketed by the Bonneville power administration to qualify as an eligible renewable resource under the energy independence act.,Hydroelectric generation/BPA,1040
1040,626,False,Senate,5233,Concerning the employee status of language translators and interpreters.,Employee status/translators,1041
1041,627,True,Senate,5233,Concerning the employee status of language translators and interpreters.,Employee status/translators,1042
1042,628,True,Senate,5234,"Requiring establishment of a systemwide credit policy regarding AP exams. (REVISED FOR PASSED LEGISLATURE: Requiring establishment of a coordinated, evidence-based credit policy regarding AP exams. )",AP exam credit,1043
1043,629,False,Senate,5235,Withdrawing territory from a cemetery district.,Cemetery district territory,1044
1044,630,True,Senate,5235,Withdrawing territory from a cemetery district.,Cemetery district territory,1045
1045,631,False,Senate,5236,Creating the civic learning public-private partnership.,Civic learning partnership,1046
1046,633,True,Senate,5236,Creating the civic learning public-private partnership.,Civic learning partnership,1047
1047,634,True,Senate,5237,Updating workforce investment act references and making no substantive changes.,Workforce invest. act refs.,1048
1048,635,False,Senate,5239,Ensuring that water is available to support development.,Water availability,1049
1049,637,True,Senate,5239,Ensuring that water is available to support development.,Water availability,1050
1050,638,False,Senate,5241,Concerning the educational success of youth in foster care.,Foster care/ed. success,1051
1051,639,True,Senate,5241,Concerning the educational success of youth in foster care.,Foster care/ed. success,1052
1052,640,True,Senate,5244,"Concerning the means of communication between a buyer or lessee and an auto dealer during the ""bushing"" period.","Auto dealer ""bushing"" period",1053
1053,641,False,Senate,5248,Concerning persons to whom the department of health may provide prescription monitoring program data.,Rx monitoring prog. data,1054
1054,642,True,Senate,5248,Concerning persons to whom the department of health may provide prescription monitoring program data.,Rx monitoring prog. data,1055
1055,643,False,Senate,5251,Concerning tourism marketing.,Tourism marketing,1056
1056,646,True,Senate,5252,Addressing the effectiveness of document recording fee surcharge funds that support homeless programs.,Doc. recording fees/homeless,1057
1057,647,False,Senate,5254,Ensuring adequacy of buildable lands and zoning in urban growth areas and providing funding for low-income housing and homelessness programs.,Buildable lands & zoning,1058
1058,649,True,Senate,5254,Ensuring adequacy of buildable lands and zoning in urban growth areas and providing funding for low-income housing and homelessness programs.,Buildable lands & zoning,1059
1059,650,False,Senate,5256,Concerning sexual assault protection orders.,Sexual assault protect order,1060
1060,651,True,Senate,5256,Concerning sexual assault protection orders.,Sexual assault protect order,1061
1061,652,False,Senate,5258,"Creating the Washington academic, innovation, and mentoring (AIM) program.",Washington AIM program,1062
1062,654,True,Senate,5258,"Creating the Washington academic, innovation, and mentoring (AIM) program.",Washington AIM program,1063
1063,655,True,Senate,5261,Concerning irrigation district authority.,Irrigation district auth.,1064
1064,656,False,Senate,5262,Modifying the weight limitation for certain vessels exempt from the pilotage act.,Vessel weight limitations,1065
1065,657,True,Senate,5262,Modifying the weight limitation for certain vessels exempt from the pilotage act.,Vessel weight limitations,1066
1066,658,False,Senate,5263,Concerning the procurement of seeds by state agencies.,"Seeds, agency procurement of",1067
1067,659,True,Senate,5263,Concerning the procurement of seeds by state agencies.,"Seeds, agency procurement of",1068
1068,660,True,Senate,5266,"Modifying theft of rental, leased, lease-purchased, or loaned property provisions. (REVISED FOR PASSED LEGISLATURE: Concerning theft of rental or leased property. )",Theft of rental property,1069
1069,661,True,Senate,5268,Concerning notice to the licensee before a concealed pistol license expires.,Conc. pistol license notices,1070
1070,662,True,Senate,5269,Concerning WAC 173-563-020(4) and 173-531A-060 regarding the processing of applications for Columbia river water right permits to clarify legislative intent to ensure that the rules can be implemented as written.,Columbia river water permits,1071
1071,663,True,Senate,5270,Concerning expiration dates affecting the department of natural resources’ contract harvesting program.,Contract harvesting program,1072
1072,664,False,Senate,5272,"Vacating convictions arising from offenses committed as a result of being a victim of trafficking, promoting prostitution, or promoting commercial sexual abuse of a minor.",Trafficking victims/vacating,1073
1073,665,True,Senate,5272,"Vacating convictions arising from offenses committed as a result of being a victim of trafficking, promoting prostitution, or promoting commercial sexual abuse of a minor.",Trafficking victims/vacating,1074
1074,666,True,Senate,5274,Defining salary for purposes of the Washington state patrol retirement system.,WSPRS salary definition,1075
1075,667,False,Senate,5277,Concerning disqualification of judges.,Disqualification of judges,1076
1076,668,True,Senate,5277,Concerning disqualification of judges.,Disqualification of judges,1077
1077,669,True,Senate,5280,Making crimes and threats against persons because of their occupation as a law enforcement officer a hate crime.,Law enforcement/hate crime,1078
1078,670,False,Senate,5281,Concerning rules for on-site sewage systems.,On-site sewage systems,1079
1079,671,True,Senate,5281,Concerning rules for on-site sewage systems.,On-site sewage systems,1080
1080,672,False,Senate,5285,"Conducting a workforce study of employment opportunities in the agriculture, environment, and natural resources economic sectors intended to provide educators with the information needed for informing students about employment opportunities in the studied fields.","Workforce study/ag., etc.",1081
1081,674,True,Senate,5285,"Conducting a workforce study of employment opportunities in the agriculture, environment, and natural resources economic sectors intended to provide educators with the information needed for informing students about employment opportunities in the studied fields.","Workforce study/ag., etc.",1082
1082,675,False,Senate,5286,Prohibiting regulation of the amount of rent for commercial properties.,Commercial rent control,1083
1083,676,True,Senate,5286,Prohibiting regulation of the amount of rent for commercial properties.,Commercial rent control,1084
1084,677,True,Senate,5288,Authorizing certain public transportation benefit areas to impose a sales and use tax increase approved by voters.,Trans. benefit tax increase,1085
1085,678,False,Senate,5289,Modifying the infraction of and penalties for distracted driving.,Distracted driving,1086
1086,679,True,Senate,5289,Modifying the infraction of and penalties for distracted driving.,Distracted driving,1087
1087,680,False,Senate,5293,Concerning court-based and school-based efforts to promote attendance and reduce truancy.,Truancy reduction,1088
1088,681,True,Senate,5293,Concerning court-based and school-based efforts to promote attendance and reduce truancy.,Truancy reduction,1089
1089,682,False,Senate,5294,Concerning the department of corrections.,Department of corrections,1090
1090,683,True,Senate,5294,Concerning the department of corrections.,Department of corrections,1091
1091,684,False,Senate,5300,"Authorizing specified local governments, including municipalities and federally recognized Indian tribes, that typically have limited access to economic development resources, to designate a portion of their territory as a creative district subject to certification by the Washington state arts commission.",Creative districts,1092
1092,686,True,Senate,5300,"Authorizing specified local governments, including municipalities and federally recognized Indian tribes, that typically have limited access to economic development resources, to designate a portion of their territory as a creative district subject to certification by the Washington state arts commission.",Creative districts,1093
1093,687,False,Senate,5301,Including repeat and willful violations of certain state laws to the state's responsible bidder criteria.,Responsible bidder criteria,1094
1094,688,True,Senate,5301,Including repeat and willful violations of certain state laws to the state's responsible bidder criteria.,Responsible bidder criteria,1095
1095,689,False,Senate,5303,Concerning aquatic invasive species management.,Aquatic invasive species,1096
1096,690,True,Senate,5303,Concerning aquatic invasive species management.,Aquatic invasive species,1097
1097,691,True,Senate,5306,Concerning secondary commercial fish receivers.,Commercial fish receivers,1098
1098,692,False,Senate,5307,Creating alternatives to total confinement for certain qualifying offenders with minor children.,Total confinement altern.,1099
1099,693,False,Senate,5310,Addressing retired teachers working as coaches.,Retired teachers/coaches,1100
1100,694,False,Senate,5312,"Prohibiting certain employers from including any question on an application about an applicant's criminal record, inquiring either orally or in writing about an applicant's criminal records, or obtaining information from a criminal background check, until after the employer initially determines that the applicant is otherwise qualified.",Criminal record/employment,1101
1101,695,True,Senate,5312,"Prohibiting certain employers from including any question on an application about an applicant's criminal record, inquiring either orally or in writing about an applicant's criminal records, or obtaining information from a criminal background check, until after the employer initially determines that the applicant is otherwise qualified.",Criminal record/employment,1102
1102,696,True,Senate,5315,Concerning home site leases on lands managed by the department of natural resources.,Home site leases/DNR,1103
1103,697,True,Senate,5316,Concerning the removal of provisions that are no longer necessary for continued publication in the Revised Code of Washington.,RCW provisions not needed,1104
1104,698,True,Senate,5319,Transferring authority for low-level radioactive waste management from the department of ecology to the department of health.,Radioactive waste management,1105
1105,699,False,Senate,5322,Concerning agreements between dentists and third parties that provide supportive services to dentists.,Dentists and third parties,1106
1106,700,True,Senate,5322,Concerning agreements between dentists and third parties that provide supportive services to dentists.,Dentists and third parties,1107
1107,701,True,Senate,5325,Clarifying the authority of a nurse working in a school setting.,Nurse in school setting,1108
1108,702,False,Senate,5327,Clarifying the duties of court clerks.,Court clerk duties,1109
1109,703,True,Senate,5327,Clarifying the duties of court clerks.,Court clerk duties,1110
1110,704,False,Senate,5328,Creating a community aviation revitalization board.,Aviation revitalization brd,1111
1111,705,True,Senate,5328,Creating a community aviation revitalization board.,Aviation revitalization brd,1112
1112,706,True,Senate,5331,Concerning irrigation district administration.,Irrigation district admin.,1113
1113,707,True,Senate,5333,Modifying presidential primary provisions.,Presidential primary,1114
1114,708,True,Senate,5336,"Criminalizing damaging, destroying, tampering, or removing ballot return boxes or contents.",Ballot return boxes/crimes,1115
1115,709,False,Senate,5338,Concerning registration enforcement for off-road vehicles and snowmobiles.,Registration enforcement,1116
1116,710,True,Senate,5338,Concerning registration enforcement for off-road vehicles and snowmobiles.,Registration enforcement,1117
1117,711,False,Senate,5339,Accommodating the civil rights of religious objectors to mandatory payments to labor organizations.,Religious objector/labor org,1118
1118,712,True,Senate,5339,Accommodating the civil rights of religious objectors to mandatory payments to labor organizations.,Religious objector/labor org,1119
1119,713,False,Senate,5340,Concerning class B elevator work permits.,Class B elevator work permit,1120
1120,714,True,Senate,5340,Concerning class B elevator work permits.,Class B elevator work permit,1121
1121,715,False,Senate,5342,Concerning the distribution of monetary penalties to local courts and state agencies paid for failure to comply with discover pass requirements.,Discover pass penalty dist.,1122
1122,717,True,Senate,5342,Concerning the distribution of monetary penalties to local courts and state agencies paid for failure to comply with discover pass requirements.,Discover pass penalty dist.,1123
1123,718,False,Senate,5343,Concerning notice sent by and certain release of information affecting registered tow truck operators.,Tow truck notices & info.,1124
1124,719,True,Senate,5343,Concerning notice sent by and certain release of information affecting registered tow truck operators.,Tow truck notices & info.,1125
1125,720,False,Senate,5346,Creating a legislative page scholarship program.,Legislative page scholarship,1126
1126,721,True,Senate,5346,Creating a legislative page scholarship program.,Legislative page scholarship,1127
1127,722,False,Senate,5347,Concerning the definition of work activity for the purposes of the WorkFirst program.,"WorkFirst, ""work activity""",1128
1128,724,True,Senate,5347,Concerning the definition of work activity for the purposes of the WorkFirst program.,"WorkFirst, ""work activity""",1129
1129,725,False,Senate,5356,Concerning the humane treatment of dogs.,Humane treatment of dogs,1130
1130,726,True,Senate,5356,Concerning the humane treatment of dogs.,Humane treatment of dogs,1131
1131,727,False,Senate,5357,Establishing a pilot project to license outdoor early learning and child care programs.,Outdoor early learning progs,1132
1132,728,True,Senate,5357,Establishing a pilot project to license outdoor early learning and child care programs.,Outdoor early learning progs,1133
1133,729,False,Senate,5358,"Improving tax and licensing laws administered by the department of revenue, but not including changes to tax laws that are estimated to affect state or local tax collections as reflected in any fiscal note prepared and approved under the process established in chapter 43.88A RCW.",Tax and licensing laws,1134
